A1.1,A1.2,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32
Filipino,Asia,Female,Undergraduate school,None,30,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,3,4,4,3,4,1,5,3,5,4,2,2,4,2,4,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,1-2 hours,1. Everyday,Terraforming,City,3,3,2,3,4,5,5,2,2,4,2,4,1,2,2,4,4,2,1,2,2,1,1,2,4,4,2,4,5,3,3,5,5,4,1,2,1,2,1,4,2,4,3,2,3,4,4,5,4,1,2,1,3,2,4,3,3,3,2,2
Filipino,Asia,Male,Undergraduate school,Both,30,Asian,"Single, never married",A student,Yes,More than a month,Worried,4,4,5,4,5,5,5,2,5,5,4,5,5,5,5,More than 3 years,"Action, RPG, Simulation, Fighting, 3D platformer",Almost everyday,2-3 hours,2. Almost everyday,Fishing,I’m doing fairly natural/Jurassic park themed,3,4,3,3,3,5,5,3,4,4,3,4,4,2,2,4,3,2,2,3,3,3,3,3,3,4,3,3,5,4,4,5,5,5,1,3,2,4,2,5,3,4,4,2,4,3,4,4,4,2,2,1,5,3,5,4,1,3,3,1
filipino,Asia,Female,Undergraduate school,A garden,30,Asian,"Single, never married",Self-employed,Yes,More than a month,Very worried,2,3,3,2,3,2,4,4,4,5,2,4,3,4,4,More than 3 years,"RPG, Simulation",Everyday,3-4 hours,1. Everyday,"collecting items, visiting friends","Sorry, I don't understand this question.",3,3,4,2,3,5,5,5,5,4,1,4,1,2,2,3,3,1,3,4,4,4,2,1,4,4,4,4,5,4,5,5,5,5,2,3,2,4,3,5,5,5,5,2,4,4,4,4,4,2,4,1,4,4,5,5,2,5,5,2
American,US/Canada,Female,Graduate school and higher,None,30,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,4,4,2,4,5,5,5,5,5,5,4,5,3,5,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,2-3 hours,2. Almost everyday,Planting trees/flowers,"Not experienced in terraforming, so not sure.",4,4,4,2,3,5,5,4,5,4,2,4,1,2,4,4,4,4,3,4,4,2,2,2,4,4,3,4,5,4,5,5,5,5,1,5,1,5,1,5,5,5,5,1,5,5,5,5,4,1,1,1,5,1,5,5,1,5,2,1
usa,US/Canada,Male,Graduate school and higher,Both,30,White,Married or domestic partnership,Employed for wages,Yes,More than 3 weeks,Worried,4,3,4,1,4,3,4,1,5,2,3,1,5,2,4,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost every week,3-4 hours,4. Almost every week,Fishing,jungle,4,4,4,3,3,5,5,5,4,4,3,3,3,4,3,3,2,3,4,3,4,4,4,3,4,3,3,3,4,4,5,5,4,3,4,4,4,5,4,4,5,4,3,3,4,5,4,4,4,3,4,5,4,4,3,4,4,5,4,4
uk,EU,Male,Graduate school and higher,Both,30,White,Married or domestic partnership,Employed for wages,Yes,More than 2 weeks,Worried,4,1,5,1,4,3,4,1,4,1,4,3,4,2,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3-4 hours,2. Almost everyday,Catching bugs,islands,3,3,3,4,4,5,5,5,3,4,4,4,3,3,4,4,4,3,3,4,4,4,3,3,3,3,3,4,4,3,3,4,5,5,5,4,3,3,4,5,4,4,4,3,2,3,4,4,4,4,5,3,4,5,4,3,4,3,5,4
uk,EU,Male,Undergraduate school,Both,30,Black or African American,Married or domestic partnership,Employed for wages,Yes,More than 3 weeks,Worried,5,2,3,2,4,1,4,3,5,1,4,3,4,2,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Every week,2-3 hours,3. Every week,Planting trees/flowers,Snow Mountain,3,3,3,4,3,4,5,5,5,3,3,3,4,4,3,4,4,4,3,4,4,4,3,3,4,4,3,3,3,4,5,5,5,4,3,4,5,4,3,3,4,5,4,4,3,3,4,5,5,4,3,4,4,3,4,3,4,5,4,4
Vietnam,Asia,Female,Graduate school and higher,A pet,31,Asian,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Worried,3,3,3,3,3,3,5,3,3,3,5,5,3,3,5,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,3-4 hours,1. Everyday,Terraforming,Japan style,2,2,3,3,3,3,3,3,2,3,1,3,1,1,2,2,2,2,2,2,3,2,3,1,1,3,1,2,2,2,3,3,2,3,1,1,1,1,1,2,2,3,2,1,1,1,2,3,1,1,2,1,2,2,2,2,1,2,1,1
America,US/Canada,Male,Graduate school and higher,A garden,31,Hispanic or Latino,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,A little,4,4,3,3,2,3,2,5,1,3,5,2,4,3,2,1-2 years,"Action, Adventure, RPG",Every week,2-3 hours,3. Every week,Terraforming,"A small, self-contained community",3,2,1,3,4,3,2,3,4,3,2,3,4,4,2,2,3,1,3,3,2,3,2,1,2,3,2,3,5,3,4,3,2,3,4,5,2,3,3,3,4,3,2,3,4,3,4,5,3,2,4,3,2,4,4,3,2,4,1,2
America,US/Canada,Female,Undergraduate school,A garden,31,Hispanic or Latino,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,Very worried,4,3,4,2,5,2,4,1,4,2,4,3,5,2,5,1-2 years,"RPG, Strategy",Every week,2-3 hours,3. Every week,Planting trees/flowers,Interstellar,2,3,4,3,3,3,2,4,4,2,2,3,4,3,3,4,2,3,3,2,3,4,2,3,3,2,3,4,3,2,3,4,2,2,3,2,3,4,3,3,2,3,2,2,3,4,3,2,2,1,1,2,3,3,2,3,4,2,3,2
usa,US/Canada,Female,Undergraduate school,A pet,31,White,Married or domestic partnership,Out of work and looking for work,Yes,More than a month,Worried,4,4,5,3,5,1,4,2,5,4,4,4,4,3,4,More than 3 years,"Action, Adventure",Almost everyday,2-3 hours,4. Almost every week,Planting trees/flowers,landscape,2,2,3,2,2,3,2,3,4,2,2,3,3,2,2,3,2,2,2,3,3,3,2,2,3,2,3,3,4,4,3,4,4,4,3,5,2,2,2,4,4,4,3,2,4,4,4,4,3,2,1,2,2,3,3,4,2,3,2,3
United States,US/Canada,Male,Undergraduate school,Both,31,White,Married or domestic partnership,Out of work and looking for work,No,No self-isolation/social distancing,Worried,4,1,4,3,5,2,5,2,3,1,4,1,3,2,5,More than 3 years,"Action, Adventure, RPG, Strategy, Sports",Almost everyday,1-2 hours,3. Every week,Terraforming,The game more lifelike screen smooth experience.,3,4,3,3,2,4,3,5,4,3,4,2,3,3,2,3,2,1,2,3,4,3,4,2,3,2,4,2,4,5,4,3,5,4,3,4,2,4,3,5,4,3,5,2,4,3,5,4,3,2,4,3,2,5,4,4,2,4,2,3
filipino,Asia,Male,Graduate school and higher,Both,31,Asian,Married or domestic partnership,Self-employed,No,No self-isolation/social distancing,Very worried,2,5,4,3,4,2,4,2,4,2,1,2,4,2,4,More than 3 years,"Action, RPG, Strategy, Sports",Everyday,1-2 hours,1. Everyday,Fishing,none,3,4,4,2,3,4,2,3,2,4,4,4,4,4,2,2,2,4,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Filipino American,US/Canada,Female,Undergraduate school,None,31,Pacific Islander,Married or domestic partnership,Self-employed,Yes,More than 3 weeks,Very worried,5,3,3,2,5,1,5,1,5,5,3,5,5,2,5,More than 3 years,Adventure,Everyday,2-3 hours,1. Everyday,Collecting Fossils,Japanese theme,4,4,4,3,3,5,5,5,5,4,2,3,3,2,3,4,2,3,3,3,4,4,3,3,4,4,4,4,5,5,5,5,5,5,1,5,1,5,1,5,5,5,5,3,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,2
American,US/Canada,Female,Undergraduate school,Both,31,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,3,4,4,3,4,3,5,4,5,5,2,5,3,3,4,More than 3 years,"Action, Adventure, RPG, Simulation",Almost everyday,2-3 hours,1. Everyday,Planting trees/flowers,Haven’t gotten to that yet!,4,4,4,1,4,5,5,5,5,4,2,4,2,2,3,4,2,2,2,4,4,2,2,2,2,4,4,4,5,5,5,5,4,5,1,2,3,3,3,4,4,4,3,1,3,4,4,4,3,1,4,1,5,5,5,5,2,3,4,3
Singaporean,Asia,Female,High school,Both,31,Asian,Married or domestic partnership,A homemaker,Yes,More than a month,Worried,4,3,4,2,3,2,5,2,4,4,3,4,4,2,4,More than 3 years,"Adventure, RPG, Simulation",Almost every week,2-3 hours,1. Everyday,"Talking with villagers, visiting friends islands","Natural, rural",4,4,4,2,4,5,5,5,5,4,2,4,1,2,2,3,2,2,3,4,4,4,4,2,2,3,4,3,5,4,5,5,5,5,1,2,1,5,2,5,4,5,4,1,5,4,5,5,4,1,2,1,3,5,5,5,5,5,4,2
Filipino,Asia,Female,Graduate school and higher,None,31,Pacific Islander,"Single, never married",Employed for wages,Yes,More than a month,Very worried,2,4,4,2,4,2,4,2,4,4,3,4,4,4,4,More than 3 years,RPG,Everyday,3-4 hours,1. Everyday,Fishing,Centered around my hobbies,4,4,4,2,4,5,5,5,5,4,2,4,1,2,2,4,3,2,4,4,3,2,2,2,4,2,2,2,5,4,4,5,5,5,1,2,2,3,2,5,4,5,4,3,4,4,4,5,5,2,2,2,4,4,4,4,2,5,3,3
American,US/Canada,Female,Graduate school and higher,Both,31,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,4,5,3,5,2,5,4,4,5,2,5,5,4,5,More than 3 years,"Adventure, Simulation, Strategy, Puzzle",Almost everyday,5+,1. Everyday,Planting trees/flowers,Using custom paths and manipulating water,4,4,4,2,4,5,5,5,5,3,1,4,1,3,3,4,3,4,3,4,4,4,3,2,4,2,4,2,5,4,4,5,5,5,2,3,2,5,1,5,5,5,4,1,5,5,5,5,4,1,1,1,5,4,4,4,2,5,5,1
FILIPINO,Asia,Female,Graduate school and higher,A pet,31,Asian,Divorced,Employed for wages,No,No self-isolation/social distancing,Worried,4,3,3,2,2,3,5,3,2,5,1,4,1,4,1,0-1 years,Adventure,Almost everyday,2-3 hours,2. Almost everyday,Terraforming,Tropical,3,3,3,3,3,5,5,5,5,4,2,4,2,3,3,3,3,3,2,3,2,2,1,3,3,3,2,3,3,3,3,3,3,3,1,3,2,2,2,2,1,3,3,2,3,3,3,3,2,1,2,1,2,3,3,2,1,2,1,1
Filipino,Asia,Male,Graduate school and higher,None,31,Asian,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,3,2,3,3,3,4,3,3,3,2,4,4,3,3,3,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Every week,2-3 hours,3. Every week,Fishing,Classic english town,4,4,2,2,3,5,5,3,3,4,2,4,3,3,3,4,3,3,3,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,2,3,3,4,4,3,3,3,2,3,3,3,3,3,4,3,3
usa,US/Canada,Male,Graduate school and higher,Both,31,Black or African American,Married or domestic partnership,Employed for wages,Yes,More than a week,Worried,5,2,4,1,4,3,4,1,4,3,3,1,5,1,4,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3-4 hours,2. Almost everyday,Terraforming,swamp,3,3,3,4,3,5,5,5,4,3,3,3,4,3,3,4,4,3,3,4,4,4,4,3,3,3,3,4,5,4,4,3,4,4,4,4,5,3,4,4,5,4,3,4,4,4,4,5,3,3,4,5,4,4,3,4,5,4,4,5
uk,EU,Male,Graduate school and higher,Both,31,White,Married or domestic partnership,Employed for wages,Yes,More than 2 weeks,Very worried,4,2,5,3,4,1,4,2,3,2,5,2,4,2,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3-4 hours,2. Almost everyday,Fishing,forest,3,3,3,4,3,5,5,5,4,4,3,3,3,4,3,3,4,4,3,3,2,3,4,4,3,3,4,4,4,4,5,5,4,3,3,3,4,4,5,5,4,3,4,5,4,4,3,4,4,5,5,4,4,4,3,2,3,4,5,4
American,US/Canada,Female,Undergraduate school,A pet,32,White,"Single, never married",Employed for wages,Yes,More than a month,A little,4,2,4,4,4,2,2,4,4,4,2,2,3,4,4,More than 3 years,"Adventure, RPG, Simulation, Strategy",Almost everyday,1-2 hours,1. Everyday,Terraforming,Rustic,3,4,4,4,3,4,4,5,4,4,1,4,1,1,2,4,3,4,3,4,4,2,1,3,4,4,2,3,5,4,4,5,4,5,1,4,4,5,2,4,2,5,5,3,4,4,4,5,4,2,3,1,4,3,4,4,3,4,2,2
United States,US/Canada,Male,Undergraduate school,Both,32,Hispanic or Latino,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,5,2,5,1,4,1,5,2,5,4,5,1,5,1,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,2-3 hours,3. Every week,Fishing,Clifftop museum,3,4,3,4,4,5,3,4,4,3,4,4,4,2,4,3,3,4,3,4,4,4,4,3,4,4,4,4,5,5,4,5,4,5,4,5,5,5,5,4,5,5,3,4,4,5,5,4,5,4,5,2,3,5,5,5,2,5,5,5
usa,US/Canada,Male,Undergraduate school,Both,32,Hispanic or Latino,Married or domestic partnership,Employed for wages,Yes,More than 3 weeks,Very worried,4,1,5,2,3,2,4,1,5,2,3,2,4,2,4,2-3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,2-3 hours,2. Almost everyday,Fishing,mountain,3,3,4,4,3,4,4,4,4,4,3,2,3,3,3,3,3,4,3,4,3,3,2,3,3,3,4,3,4,3,2,3,3,4,4,5,4,4,3,3,4,4,4,5,4,3,4,4,5,4,3,4,4,4,5,5,4,4,3,4
uk,EU,Male,High school,Both,32,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,4,1,5,2,5,2,3,2,4,1,4,2,3,2,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3-4 hours,2. Almost everyday,Fishing,jungle,3,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,4,3,4,4,5,3,4,4,4,4,5,4,4,3,4,4,4,4,5,4,3,4,4,4,5,3,3,4,4,5,4,4
the United States,US/Canada,Female,Undergraduate school,Both,32,Hispanic or Latino,Married or domestic partnership,Employed for wages,No,More than 3 weeks,Very worried,5,3,5,1,5,1,4,1,5,2,5,1,3,2,5,More than 3 years,"Action, Adventure, RPG, Simulation",Almost everyday,1-2 hours,2. Almost everyday,Fishing,Valley,3,4,3,4,4,3,2,4,5,2,4,3,4,4,2,3,3,4,4,3,4,3,4,4,4,3,4,3,4,3,4,4,5,5,5,2,5,5,3,5,4,4,4,5,4,2,5,5,3,5,4,5,5,5,4,4,5,3,4,4
USA,US/Canada,Female,Undergraduate school,A garden,32,White,Married or domestic partnership,Employed for wages,No,7 days,A little,3,5,2,3,5,2,2,5,2,3,1,4,5,3,4,1-2 years,Adventure,Every week,2-3 hours,4. Almost every week,Fishing,None,2,4,3,1,2,3,1,2,4,2,4,3,3,2,2,3,2,1,2,2,4,3,2,3,2,4,3,2,3,1,2,3,5,4,1,2,4,3,2,1,2,4,3,1,2,3,5,4,1,2,3,5,4,1,2,3,1,2,5,3
USA,US/Canada,Male,Undergraduate school,A pet,32,White,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,A little,3,5,2,3,5,2,1,4,3,4,1,4,4,3,1,1-2 years,"Action, Simulation, Strategy",Every week,2-3 hours,3. Every week,Fishing,None,2,4,3,3,2,3,5,4,2,2,3,1,2,3,3,1,2,3,2,2,4,3,3,2,2,1,2,3,3,5,4,2,3,4,5,4,3,1,2,3,4,3,1,2,2,4,3,1,2,3,4,3,1,2,3,4,3,1,2,2
uk,EU,Male,Undergraduate school,Both,32,White,"Single, never married",Employed for wages,Yes,More than 3 weeks,Worried,4,1,5,1,4,2,5,2,4,2,5,2,5,2,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3-4 hours,2. Almost everyday,Planting trees/flowers,none,3,3,3,4,3,4,4,4,5,3,3,3,4,4,3,2,4,4,3,3,3,3,4,3,3,3,3,4,4,3,3,4,4,3,3,4,4,4,5,5,5,4,4,3,2,3,4,4,3,3,4,4,5,4,3,4,4,5,5,4
usa,US/Canada,Male,Graduate school and higher,Both,32,White,Married or domestic partnership,Employed for wages,Yes,More than 3 weeks,Very worried,5,2,4,2,4,1,4,1,4,3,4,2,4,1,4,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3-4 hours,3. Every week,Planting trees/flowers,desert,3,3,3,4,3,4,3,3,5,4,4,3,3,4,3,3,3,4,3,3,3,4,4,3,3,3,4,3,4,4,4,3,2,3,3,4,5,4,4,4,3,4,4,4,5,5,5,4,4,3,3,3,4,5,4,4,4,3,4,5
usa,US/Canada,Male,Graduate school and higher,Both,32,White,Married or domestic partnership,Employed for wages,Yes,7 days,Worried,4,2,5,2,3,2,4,1,4,3,5,1,4,2,5,2-3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3-4 hours,2. Almost everyday,Planting trees/flowers,Grassland,4,4,3,3,3,4,5,5,5,4,4,3,3,4,3,3,3,4,4,4,4,3,2,3,3,3,4,4,4,4,3,4,4,5,4,4,3,3,4,5,5,4,4,3,4,4,5,5,4,3,4,5,5,5,4,4,3,2,4,4
usa,US/Canada,Male,Graduate school and higher,Both,32,White,Married or domestic partnership,Employed for wages,Yes,More than 2 weeks,Worried,5,1,5,2,4,1,4,1,4,3,4,1,5,2,3,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3-4 hours,2. Almost everyday,Catching bugs,sea,3,3,3,4,4,4,5,5,5,3,2,3,3,4,4,4,4,3,3,3,3,3,4,3,4,4,4,3,4,4,4,5,5,5,4,4,5,5,4,4,5,3,3,3,4,4,5,4,4,3,2,3,3,3,4,4,3,4,4,5
US,US/Canada,Male,Graduate school and higher,A garden,32,White,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,A little,3,2,2,3,2,2,3,4,4,3,3,4,3,2,3,1-2 years,RPG,Almost every week,1-2 hours,6. Less than every month,Planting trees/flowers,NO,2,3,4,2,2,3,2,4,5,2,1,1,3,4,3,4,1,2,1,4,3,2,3,2,2,3,3,2,4,3,2,3,2,4,2,3,1,3,2,3,2,4,3,2,4,4,3,3,4,1,2,1,2,3,4,3,2,4,2,2
American,US/Canada,Female,Undergraduate school,A pet,32,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,3,4,2,4,2,2,3,3,4,3,4,2,3,4,More than 3 years,"Adventure, RPG, Simulation",Everyday,1-2 hours,1. Everyday,Terraforming,Fossil Hunter,4,3,3,3,3,3,4,3,5,4,1,4,3,3,2,3,3,4,3,3,4,3,4,2,4,2,3,3,5,3,3,5,5,4,1,3,1,3,2,5,3,5,3,1,4,5,5,5,3,2,1,1,4,3,4,4,1,5,2,2
British,EU,Female,Secondary school,Both,32,White,"Single, never married",Out of work and looking for work,Yes,More than a month,Not at all,3,5,2,3,3,3,3,3,3,3,3,3,3,3,3,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,Over 7,1. Everyday,Fishing,Nature,4,4,4,3,4,5,5,5,5,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,5,5,5,5,1,1,1,1,1,5,5,5,5,3,4,5,5,5,5,1,1,1,5,3,5,5,1,3,5,1
Filipino,Asia,Female,Graduate school and higher,None,32,Asian,"Single, never married",Employed for wages,Yes,More than a week,Worried,3,3,4,4,3,1,5,3,5,3,5,4,4,2,4,1-2 years,RPG,Everyday,14,1. Everyday,Trading,My own style,3,4,3,4,2,5,5,5,5,4,1,1,1,3,2,3,3,1,3,4,4,1,3,2,4,2,1,2,4,3,3,4,5,4,2,3,4,4,3,4,4,4,4,3,4,4,4,5,5,2,3,3,4,3,4,4,3,3,2,3
American,US/Canada,Female,Undergraduate school,A garden,32,Native American or American Indian,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,4,3,5,4,5,1,5,4,5,5,5,5,5,4,5,More than 3 years,"Action, Adventure, RPG",Almost everyday,20,2. Almost everyday,Fishing,waterfalls,4,4,3,2,3,5,5,5,5,4,4,4,1,2,3,3,3,4,4,3,4,4,2,3,4,3,4,4,5,4,4,5,5,5,1,2,1,5,2,5,5,5,5,2,5,5,5,5,5,2,2,2,5,5,5,5,3,5,4,1
American,US/Canada,Female,Graduate school and higher,A garden,32,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Worried,4,4,4,2,4,3,4,4,5,5,3,4,4,5,4,More than 3 years,"Adventure, RPG, Simulation",Everyday,7-8 hours,1. Everyday,Decorating and designing,Making my island a parade with a lot of hidden and fun spots,3,3,4,3,2,5,5,5,5,4,1,4,1,3,3,4,3,2,3,3,4,3,2,1,4,3,4,4,5,4,3,4,5,5,1,4,1,5,1,5,3,5,5,1,4,5,5,5,3,1,1,1,3,3,3,4,1,3,3,1
Filipino,Asia,Female,Graduate school and higher,A garden,32,Asian,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,Worried,5,1,4,3,5,1,4,2,5,2,4,1,4,2,4,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,10+ hrs,1. Everyday,Trading,Fairy land,3,3,4,4,2,4,4,4,2,4,2,4,2,1,4,4,2,4,2,2,2,2,2,3,2,3,2,3,3,3,2,2,3,2,3,2,3,3,3,3,4,3,4,2,3,4,4,3,4,2,2,2,4,3,3,4,2,3,3,2
US citizen,US/Canada,Female,Undergraduate school,A pet,32,White,Married or domestic partnership,Self-employed,Yes,More than a month,Worried,4,3,3,3,3,3,5,3,5,4,3,5,2,3,4,More than 3 years,"Adventure, RPG, Simulation, Strategy",Almost everyday,2-3 hours,2. Almost everyday,Terraforming,Natural,4,4,4,4,4,5,5,5,5,4,2,4,2,2,3,4,4,3,2,3,4,4,3,3,4,3,4,4,5,4,3,5,5,5,1,2,1,5,1,5,4,5,4,2,4,4,5,5,4,2,1,1,4,3,3,4,2,5,2,1
Filipino,Asia,Female,Undergraduate school,A pet,32,Asian,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,A little,3,4,5,3,5,2,5,4,5,5,4,5,4,3,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,3-4 hours,1. Everyday,Interacting with my villagers,Greenery and Fairytale,2,2,3,4,2,4,4,4,3,4,1,3,1,1,2,3,2,3,2,4,4,3,2,2,4,3,2,2,4,4,4,5,5,5,1,2,1,4,1,5,4,4,4,1,4,5,5,5,3,1,2,1,3,4,5,4,2,4,3,2
English,EU,Female,Undergraduate school,A garden,32,White,"Single, never married",Unable to work,Yes,More than a month,A little,3,3,4,2,4,2,4,4,4,5,1,5,5,4,4,More than 3 years,"Action, Adventure, RPG, Simulation",Almost everyday,3-4 hours,1. Everyday,Fishing,Natural,4,4,2,2,2,5,5,4,3,4,2,4,1,3,2,2,3,1,2,2,4,1,1,2,4,3,1,2,4,4,3,5,5,5,3,3,3,4,1,5,5,5,5,2,3,3,4,4,4,3,1,2,5,3,3,4,3,2,4,2
American,US/Canada,Female,Undergraduate school,None,32,White,"Single, never married",Employed for wages,Yes,More than 3 weeks,Not at all,5,4,5,4,5,1,5,4,5,4,2,4,5,4,5,More than 3 years,"Action, Adventure, Simulation, Strategy",Everyday,3-4 hours,1. Everyday,Terraforming,Making the island your own,4,4,2,4,4,4,4,4,4,4,1,4,1,1,3,2,4,4,3,4,2,2,2,4,4,4,4,4,5,5,5,5,5,5,1,1,1,2,1,5,1,3,3,1,3,3,3,3,3,2,2,2,4,4,4,4,1,4,1,1
Filipino,Asia,Female,Graduate school and higher,A garden,32,Asian,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,2,4,2,4,4,1,5,2,5,2,3,2,4,1,4,0-1 years,"Adventure, Simulation",Everyday,3-4 hours,1. Everyday,Fishing,Im not yet doing a terraforming,4,4,4,1,4,5,5,5,5,4,4,4,4,4,4,3,2,4,3,4,2,2,1,2,4,4,4,4,5,5,5,5,5,5,5,4,3,5,1,5,5,5,5,1,5,5,5,5,5,2,3,3,5,5,5,5,2,4,4,2
usa,US/Canada,Male,Undergraduate school,Both,32,White,Married or domestic partnership,Employed for wages,No,More than 2 weeks,Worried,4,2,5,2,3,2,4,1,4,3,4,1,4,2,5,2-3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3-4 hours,2. Almost everyday,Fishing,sandy beach,3,3,3,4,3,4,3,3,4,3,3,4,4,3,3,4,4,3,3,4,3,3,3,4,3,3,3,4,4,3,3,4,4,4,5,3,3,4,4,5,5,4,3,3,2,4,4,5,5,4,4,4,3,4,4,5,4,3,3,4
usa,US/Canada,Male,Undergraduate school,Both,32,White,Married or domestic partnership,Employed for wages,Yes,More than a month,A little,4,2,5,1,4,3,4,2,5,2,4,2,5,1,3,2-3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,2-3 hours,2. Almost everyday,Terraforming,sandy beach,4,4,4,3,4,5,5,4,4,3,4,4,4,3,4,4,3,3,2,3,4,4,4,3,3,3,4,4,5,4,4,4,5,5,4,3,4,4,4,5,4,5,4,4,4,5,5,4,3,4,4,4,5,5,5,4,4,4,5,4
usa,US/Canada,Male,Undergraduate school,Both,32,Hispanic or Latino,Married or domestic partnership,Employed for wages,Yes,More than a week,Worried,4,3,4,1,5,2,5,2,3,1,4,2,5,2,4,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3-4 hours,2. Almost everyday,Catching bugs,hill,3,3,4,4,4,4,5,5,4,3,4,4,4,3,4,3,3,3,4,3,4,4,4,4,4,4,3,3,4,4,4,5,5,4,5,5,4,3,3,4,5,5,4,3,3,5,4,3,2,3,3,4,4,5,5,4,5,4,5,4
usa,US/Canada,Male,Undergraduate school,Both,32,White,Married or domestic partnership,Employed for wages,Yes,More than 2 weeks,Very worried,5,2,3,2,4,1,4,3,5,2,4,3,4,1,4,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3-4 hours,2. Almost everyday,Catching bugs,park,3,3,4,4,3,4,5,4,5,4,3,3,3,4,3,4,4,4,3,4,3,3,3,4,3,4,4,3,4,4,3,4,5,4,5,4,4,3,4,5,4,3,4,4,4,4,5,3,4,5,3,3,4,4,4,5,4,3,3,4
usa,US/Canada,Male,Undergraduate school,Both,33,White,Married or domestic partnership,Employed for wages,Yes,More than 3 weeks,Worried,4,1,4,2,4,1,4,3,4,1,4,2,4,1,4,NA,NA,Almost everyday,3-4 hours,3. Every week,Catching bugs,none,3,3,4,4,3,4,4,5,5,3,3,3,4,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,4,3,4,4,4,4,5,4,4,3,3,3,4,4,4,3,3,4,4,4,4,5,4,4,3,4,4,4,5,4,4,4
